Invoice_id,Cust_id,Txn_date,Product_Sub_category,Product_Category,Qty,Rate,Tax,Total_Amt,Store_type
89950500283,266794,2017-01-30,Kids,Clothing,4,347,145.74,1533.74,e-Shop
25044564554,266794,2017-06-28,Kids,Footwear,3,1137,358.155,3769.155,e-Shop
42434369409,266794,2017-11-09,Audio and video,Electronics,2,325,68.25,718.25,Brick and Mortar
95489094825,266794,2017-11-27,Personal Appliances,Electronics,4,1043,438.06,4610.06,TeleShop
42435707527,266794,2018-06-29,Audio and video,Electronics,1,123,12.915,135.915,e-Shop
38727202803,266799,2017-11-03,Computers,Electronics,5,1294,679.35,7149.35,Brick and Mortar
26739409431,266799,2018-09-24,Non-fiction,Books,2,203,42.63,448.63,e-Shop
612207817,266803,2017-02-06,DIY,Books,3,1202,378.63,3984.63,e-Shop
31792657799,266804,2018-08-06,Computers,Electronics,2,719,150.99,1588.99,e-Shop
33368801444,266805,2018-12-27,Personal Appliances,Electronics,4,1046,439.32,4623.32,e-Shop
72040605380,266806,2017-02-02,Non-fiction,Books,5,1338,702.45,7392.45,Brick and Mortar
71485838232,266806,2017-05-12,Mens,Bags,5,588,308.7,3248.7,Brick and Mortar
45582965717,266806,2017-09-09,Women,Footwear,5,790,414.75,4364.75,e-Shop
22473497751,266806,2017-10-18,Electric appliances,Home and kitchen,1,468,49.14,517.14,e-Shop
14141098432,266806,2018-02-21,Furnishing,Home and kitchen,3,1141,359.415,3782.415,Brick and Mortar
71028241442,266806,2018-11-28,Mens,Clothing,4,209,87.78,923.78,e-Shop
64640133578,266807,2016-10-27,Cameras,Electronics,1,470,49.35,519.35,e-Shop
80355459748,266807,2016-11-14,Women,Bags,4,779,327.18,3443.18,Brick and Mortar
80634339024,266807,2017-07-04,Audio and video,Electronics,2,615,129.15,1359.15,Brick and Mortar
87133856980,266807,2017-12-25,Mens,Clothing,4,112,47.04,495.04,e-Shop
53015148085,266809,2016-06-08,Mens,Footwear,3,1423,448.245,4717.245,Brick and Mortar
27277900932,266809,2016-10-07,Kids,Clothing,5,1013,531.825,5596.825,TeleShop
39730299055,266809,2017-04-07,Women,Footwear,4,430,180.6,1900.6,Brick and Mortar
90562061384,266809,2018-02-23,Kids,Footwear,1,1087,114.135,1201.135,e-Shop
41945444111,266809,2018-07-16,Fiction,Books,2,715,150.15,1580.15,Brick and Mortar
20668227495,266810,2016-02-23,Mens,Clothing,3,347,109.305,1150.305,e-Shop
79224852182,266810,2016-03-13,Cameras,Electronics,5,899,471.975,4966.975,TeleShop
57571275813,266810,2017-05-04,Mens,Clothing,5,1157,607.425,6392.425,e-Shop
60338307077,266810,2018-02-23,Electric appliances,Home and kitchen,2,572,120.12,1264.12,e-Shop
34619519039,266810,2018-02-26,Fiction,Books,4,1374,577.08,6073.08,e-Shop
90552549686,266812,2016-05-17,Fiction,Books,1,81,8.505,89.505,Brick and Mortar
51136781802,266812,2016-09-13,Personal Appliances,Electronics,2,528,110.88,1166.88,TeleShop
34749917660,266814,2017-01-11,Bedding and Towels,Home and kitchen,4,632,265.44,2793.44,Brick and Mortar
316988693,266814,2017-03-03,Personal Appliances,Electronics,2,117,24.57,258.57,TeleShop
75039992579,266814,2017-09-05,Electric appliances,Home and kitchen,3,348,109.62,1153.62,e-Shop
13652552115,266814,2018-03-16,Electric appliances,Home and kitchen,5,1250,656.25,6906.25,Brick and Mortar
17159028497,266814,2018-06-03,Women,Bags,1,955,100.275,1055.275,Brick and Mortar
69830464678,266815,2017-04-01,Audio and video,Electronics,1,1448,152.04,1600.04,Brick and Mortar
76321721995,266815,2017-11-22,Mobiles,Electronics,4,803,337.26,3549.26,e-Shop
86296762989,266815,2018-02-07,Audio and video,Electronics,3,739,232.785,2449.785,TeleShop
68137851721,266816,2016-04-17,Women,Clothing,2,1234,259.14,2727.14,Brick and Mortar
67858334674,266816,2016-10-06,Bedding and Towels,Home and kitchen,3,748,235.62,2479.62,e-Shop
50417568674,266816,2017-02-21,Kids,Books,4,975,409.5,4309.5,e-Shop
67944016762,266816,2018-03-29,Personal Appliances,Electronics,1,1377,144.585,1521.585,TeleShop
88316484015,266816,2018-09-08,Women,Footwear,1,74,7.77,81.77,e-Shop
49540977498,266817,2017-01-17,Personal Appliances,Electronics,3,286,90.09,948.09,TeleShop
39599842776,266817,2017-09-14,Mens,Footwear,5,194,101.85,1071.85,e-Shop
43882548008,266817,2017-11-22,Furnishing,Home and kitchen,5,196,102.9,1082.9,Brick and Mortar
88578153315,266818,2016-07-13,Computers,Electronics,1,1171,122.955,1293.955,Brick and Mortar
98097112949,266818,2017-10-04,Home Decoratives,Home and kitchen,1,1499,157.395,1656.395,e-Shop
11256528141,266818,2017-10-06,Kids,Books,3,774,243.81,2565.81,TeleShop
64428451030,266818,2018-06-09,Mens,Clothing,1,1241,130.305,1371.305,e-Shop
19223003019,266819,2016-02-05,Cameras,Electronics,1,1244,130.62,1374.62,Brick and Mortar
98649406026,266819,2018-03-21,Mens,Bags,3,1137,358.155,3769.155,e-Shop
50629964412,266819,2018-05-09,Computers,Electronics,3,691,217.665,2290.665,Brick and Mortar
15549113759,266820,2016-01-10,Computers,Electronics,2,1042,218.82,2302.82,Brick and Mortar
64458183365,266820,2017-06-08,Kids,Footwear,5,575,301.875,3176.875,e-Shop
37520493338,266820,2018-01-11,Mens,Clothing,4,480,201.6,2121.6,e-Shop
62334650384,266821,2017-01-17,Kids,Clothing,2,200,42.0,442.0,Brick and Mortar
12053190065,266821,2017-07-26,Kids,Footwear,1,940,98.7,1038.7,Brick and Mortar
30580357861,266821,2017-09-15,Electric appliances,Home and kitchen,1,636,66.78,702.78,TeleShop
71308225311,266822,2016-03-06,Mobiles,Electronics,4,1023,429.66,4521.66,e-Shop
85773906672,266822,2016-03-30,Cameras,Electronics,2,154,32.34,340.34,TeleShop
93539379334,266822,2016-04-16,Kids,Books,5,1214,637.35,6707.35,Brick and Mortar
18279130919,266822,2017-01-25,Women,Bags,5,600,315.0,3315.0,Brick and Mortar
52339139180,266822,2018-01-06,Women,Clothing,1,1099,115.395,1214.395,TeleShop
43549085521,266822,2018-03-24,Academic,Books,4,615,258.3,2718.3,e-Shop
31413735719,266822,2018-07-26,Cameras,Electronics,1,929,97.545,1026.545,e-Shop
73840640460,266822,2018-10-13,Personal Appliances,Electronics,3,1428,449.82,4733.82,e-Shop
52290445323,266823,2017-05-28,Audio and video,Electronics,4,748,314.16,3306.16,TeleShop
14697873520,266823,2018-08-17,Non-fiction,Books,3,1365,429.975,4524.975,Brick and Mortar
62394675562,266823,2018-09-01,Audio and video,Electronics,1,1043,109.515,1152.515,TeleShop
70203705196,266824,2016-11-11,DIY,Books,2,1381,290.01,3052.01,e-Shop
25105597089,266824,2016-11-23,Mens,Clothing,2,535,112.35,1182.35,Brick and Mortar
15868818159,266824,2018-01-29,Cameras,Electronics,1,522,54.81,576.81,TeleShop
92643283378,266824,2018-03-11,Audio and video,Electronics,3,380,119.7,1259.7,Brick and Mortar
17880309018,266825,2016-12-15,DIY,Books,3,298,93.87,987.87,Brick and Mortar
8240484357,266825,2017-09-03,Kids,Clothing,4,1196,502.32,5286.32,e-Shop
8969181661,266825,2018-12-27,Computers,Electronics,4,109,45.78,481.78,Brick and Mortar
47064056024,266827,2016-07-18,Women,Bags,1,1466,153.93,1619.93,e-Shop
93191944782,266827,2017-01-10,Kids,Footwear,2,928,194.88,2050.88,TeleShop
44181889324,266827,2017-06-05,Bedding and Towels,Home and kitchen,2,986,207.06,2179.06,e-Shop
9755455013,266827,2018-02-09,Personal Appliances,Electronics,4,269,112.98,1188.98,Brick and Mortar
2440336815,266827,2018-04-06,Kids,Books,1,485,50.925,535.925,e-Shop
12891439972,266829,2016-06-03,Kids,Footwear,1,1318,138.39,1456.39,e-Shop
51278252909,266829,2018-05-25,Cameras,Electronics,2,1475,309.75,3259.75,e-Shop
79445682834,266829,2018-06-06,Home Decoratives,Home and kitchen,4,1008,423.36,4455.36,Brick and Mortar
44566096268,266830,2016-07-31,Women,Footwear,5,667,350.175,3685.175,e-Shop
847032416,266830,2017-11-12,Electric appliances,Home and kitchen,5,1444,758.1,7978.1,TeleShop
79732957144,266830,2018-04-27,Mens,Clothing,1,1267,133.035,1400.035,Brick and Mortar
41995387726,266831,2016-09-03,Women,Footwear,1,360,37.8,397.8,e-Shop
98805067124,266833,2016-10-31,Kids,Books,1,168,17.64,185.64,e-Shop
58898996251,266833,2017-01-13,Non-fiction,Books,2,882,185.22,1949.22,Brick and Mortar
77239553654,266835,2016-04-02,Mens,Footwear,3,681,214.515,2257.515,Brick and Mortar
78231972953,266835,2017-08-09,Women,Clothing,3,1374,432.81,4554.81,Brick and Mortar
96033195981,266835,2018-02-19,Mobiles,Electronics,3,214,67.41,709.41,Brick and Mortar
61890392731,266836,2016-03-24,Mens,Clothing,3,811,255.465,2688.465,e-Shop
15639583679,266836,2016-06-12,Mens,Clothing,4,122,51.24,539.24,Brick and Mortar
41304568697,266836,2016-06-13,Mens,Footwear,4,1204,505.68,5321.68,Brick and Mortar
99643665600,266836,2017-11-02,Women,Footwear,3,764,240.66,2532.66,e-Shop
11284485790,266838,2017-08-07,Women,Clothing,3,858,270.27,2844.27,Brick and Mortar
32139489460,266841,2016-04-04,Audio and video,Electronics,5,1411,740.775,7795.775,Brick and Mortar
18301188842,266841,2016-09-04,Electric appliances,Home and kitchen,5,1322,694.05,7304.05,e-Shop
28395260960,266841,2017-03-15,Home Decoratives,Home and kitchen,5,318,166.95,1756.95,TeleShop
2032058518,266841,2017-04-05,Mens,Bags,4,304,127.68,1343.68,TeleShop
41717680944,266841,2018-01-08,Kids,Books,2,472,99.12,1043.12,TeleShop
69420819537,266842,2016-10-19,Mobiles,Electronics,5,108,56.7,596.7,TeleShop
73674899319,266842,2017-07-26,Kids,Clothing,2,531,111.51,1173.51,e-Shop
16775867233,266842,2018-09-11,Non-fiction,Books,3,1052,331.38,3487.38,Brick and Mortar
58064640073,266843,2016-05-20,Home Decoratives,Home and kitchen,1,1223,128.415,1351.415,Brick and Mortar
20175278396,266843,2016-07-07,Kids,Footwear,1,175,18.375,193.375,Brick and Mortar
15461711444,266843,2016-12-07,Bedding and Towels,Home and kitchen,5,670,351.75,3701.75,Brick and Mortar
26941789120,266843,2017-10-04,Fiction,Books,1,1238,129.99,1367.99,e-Shop
98248438779,266843,2018-04-03,Audio and video,Electronics,2,272,57.12,601.12,TeleShop
87949533275,266844,2017-03-16,Women,Footwear,5,1341,704.025,7409.025,e-Shop
44027985600,266844,2018-04-13,Non-fiction,Books,2,973,204.33,2150.33,e-Shop
81400627023,266845,2016-02-21,Mens,Clothing,1,178,18.69,196.69,Brick and Mortar
28679132905,266845,2016-08-21,Women,Bags,2,930,195.3,2055.3,e-Shop
40615508857,266846,2017-03-18,Bedding and Towels,Home and kitchen,4,1194,501.48,5277.48,e-Shop
30944211836,266846,2017-03-24,Mens,Clothing,4,1166,489.72,5153.72,Brick and Mortar
76875398005,266846,2018-01-03,Personal Appliances,Electronics,4,295,123.9,1303.9,TeleShop
80422064589,266846,2018-06-11,Mobiles,Electronics,5,1161,609.525,6414.525,e-Shop
49131633625,266846,2018-10-30,Academic,Books,4,902,378.84,3986.84,TeleShop
35946237363,266847,2017-12-20,Computers,Electronics,4,92,38.64,406.64,Brick and Mortar
17468457642,266847,2018-10-09,Audio and video,Electronics,3,855,269.325,2834.325,e-Shop
3433540543,266848,2016-12-11,Computers,Electronics,1,1136,119.28,1255.28,e-Shop
90667600281,266849,2016-02-16,Mens,Footwear,5,1377,722.925,7607.925,Brick and Mortar
34958490122,266849,2016-02-20,Electric appliances,Home and kitchen,4,1155,485.1,5105.1,e-Shop
27100059052,266851,2016-05-12,Kids,Books,5,962,505.05,5315.05,e-Shop
95394049618,266851,2018-06-08,Non-fiction,Books,1,1180,123.9,1303.9,e-Shop
4170892941,266852,2016-12-20,Personal Appliances,Electronics,1,412,43.26,455.26,Brick and Mortar
99967775192,266852,2017-01-20,Furnishing,Home and kitchen,2,539,113.19,1191.19,Brick and Mortar
6136914509,266852,2017-08-02,Kids,Footwear,1,1211,127.155,1338.155,e-Shop
37550766365,266852,2018-01-01,Kids,Clothing,3,1125,354.375,3729.375,e-Shop
65066509062,266853,2016-12-06,Bedding and Towels,Home and kitchen,2,717,150.57,1584.57,Brick and Mortar
85273339779,266853,2018-05-01,Computers,Electronics,3,1335,420.525,4425.525,Brick and Mortar
14478986895,266853,2018-08-06,Women,Clothing,1,241,25.305,266.305,e-Shop
53701354924,266854,2016-08-15,Mens,Clothing,4,351,147.42,1551.42,Brick and Mortar
51705517708,266854,2017-04-18,Cameras,Electronics,4,929,390.18,4106.18,TeleShop
46185205166,266854,2017-07-24,Computers,Electronics,4,112,47.04,495.04,Brick and Mortar
92731353939,266854,2017-12-10,Mens,Bags,3,886,279.09,2937.09,e-Shop
80807602898,266854,2018-08-04,Kids,Books,2,1376,288.96,3040.96,e-Shop
26405618396,266855,2016-05-30,Computers,Electronics,1,682,71.61,753.61,TeleShop
67064308345,266855,2016-10-10,Home Decoratives,Home and kitchen,5,1100,577.5,6077.5,Brick and Mortar
28299966436,266855,2016-10-26,Kids,Books,2,1386,291.06,3063.06,e-Shop
58933992299,266855,2018-11-17,Kids,Clothing,2,1349,283.29,2981.29,e-Shop
18603942404,266856,2016-02-13,Non-fiction,Books,4,304,127.68,1343.68,Brick and Mortar
97592011258,266856,2016-02-26,Cameras,Electronics,3,585,184.275,1939.275,e-Shop
42048464761,266856,2017-05-23,Kids,Footwear,2,1251,262.71,2764.71,TeleShop
35099589272,266856,2017-05-27,Home Decoratives,Home and kitchen,4,1035,434.7,4574.7,TeleShop
62311976794,266857,2016-12-06,Mens,Bags,2,1433,300.93,3166.93,Brick and Mortar
90168519555,266857,2016-12-14,Kids,Footwear,3,341,107.415,1130.415,TeleShop
64612148020,266857,2017-05-31,Furnishing,Home and kitchen,3,469,147.735,1554.735,Brick and Mortar
37385184826,266857,2018-10-31,Personal Appliances,Electronics,4,506,212.52,2236.52,e-Shop
91592272866,266857,2018-12-29,Women,Bags,5,686,360.15,3790.15,Brick and Mortar
32448535705,266858,2016-09-13,DIY,Books,2,296,62.16,654.16,Brick and Mortar
91234807101,266858,2018-02-04,Home Decoratives,Home and kitchen,5,1042,547.05,5757.05,e-Shop
9786991001,266860,2017-03-01,Kids,Footwear,5,1224,642.6,6762.6,Brick and Mortar
76108745082,266860,2018-04-06,Kids,Books,4,739,310.38,3266.38,e-Shop
12805482533,266861,2018-05-19,Mens,Footwear,5,996,522.9,5502.9,e-Shop
79180208938,266862,2016-06-04,Furnishing,Home and kitchen,5,1301,683.025,7188.025,e-Shop
30367706432,266862,2017-10-27,Kids,Books,5,312,163.8,1723.8,e-Shop
54797031944,266862,2018-07-13,Audio and video,Electronics,2,599,125.79,1323.79,e-Shop
19558672570,266862,2018-07-25,DIY,Books,2,1138,238.98,2514.98,e-Shop
49505476992,266863,2016-01-29,Cameras,Electronics,1,1392,146.16,1538.16,e-Shop
21053992704,266863,2018-07-11,Personal Appliances,Electronics,4,304,127.68,1343.68,Brick and Mortar
53444922463,266863,2018-12-15,DIY,Books,1,1050,110.25,1160.25,e-Shop
10441467508,266864,2016-03-05,Furnishing,Home and kitchen,1,1112,116.76,1228.76,Brick and Mortar
71599841046,266864,2017-07-05,Women,Footwear,5,595,312.375,3287.375,e-Shop
32837562399,266864,2017-07-30,Kids,Books,5,677,355.425,3740.425,Brick and Mortar
91244240442,266864,2017-11-25,Kids,Footwear,5,494,259.35,2729.35,e-Shop
77201682023,266864,2018-06-03,Mens,Clothing,5,1107,581.175,6116.175,e-Shop
32670460485,266865,2016-02-21,Personal Appliances,Electronics,2,1427,299.67,3153.67,e-Shop
17234731921,266865,2016-05-18,Mens,Footwear,3,1407,443.205,4664.205,TeleShop
17237928075,266865,2017-02-10,Furnishing,Home and kitchen,5,1466,769.65,8099.65,e-Shop
5987134194,266865,2017-08-11,Mens,Bags,4,265,111.3,1171.3,e-Shop
52811789495,266865,2017-11-08,Personal Appliances,Electronics,1,1169,122.745,1291.745,e-Shop
30856003613,266866,2016-01-25,Mens,Footwear,2,444,93.24,981.24,TeleShop
8869805024,266866,2018-02-24,Women,Clothing,2,832,174.72,1838.72,e-Shop
99521196840,266867,2016-01-07,Kids,Books,1,770,80.85,850.85,e-Shop
63891904351,266867,2016-11-12,Audio and video,Electronics,3,1168,367.92,3871.92,Brick and Mortar
68854462935,266867,2017-10-21,Academic,Books,1,862,90.51,952.51,Brick and Mortar
49340676298,266867,2018-03-25,Fiction,Books,4,1356,569.52,5993.52,Brick and Mortar
16468397208,266870,2017-03-29,Fiction,Books,3,629,198.135,2085.135,e-Shop
44962548725,266870,2018-01-12,DIY,Books,1,386,40.53,426.53,e-Shop
37089416691,266870,2018-03-08,Home Decoratives,Home and kitchen,4,172,72.24,760.24,TeleShop
65900455483,266872,2016-02-12,Women,Bags,1,337,35.385,372.385,Brick and Mortar
71043135934,266872,2016-11-27,Home Decoratives,Home and kitchen,3,1058,333.27,3507.27,Brick and Mortar
39487967615,266875,2016-10-30,Audio and video,Electronics,1,1110,116.55,1226.55,Brick and Mortar
44628993021,266875,2017-12-29,Kids,Clothing,3,1243,391.545,4120.545,TeleShop
42091749208,266878,2016-04-25,Mens,Clothing,1,887,93.135,980.135,Brick and Mortar
44108087215,266878,2017-08-28,Cameras,Electronics,5,1304,684.6,7204.6,Brick and Mortar
17719319375,266878,2018-05-25,Academic,Books,5,480,252.0,2652.0,Brick and Mortar
41641560203,266878,2018-11-24,DIY,Books,3,652,205.38,2161.38,TeleShop
21874402618,266881,2016-09-20,Kids,Books,3,240,75.6,795.6,TeleShop
4545655117,266881,2017-03-15,Mens,Footwear,2,507,106.47,1120.47,Brick and Mortar
52734052194,266882,2018-12-29,Women,Footwear,2,1042,218.82,2302.82,Brick and Mortar
50601610709,266883,2016-05-29,Kids,Books,1,472,49.56,521.56,Brick and Mortar
78000905822,266883,2017-01-26,DIY,Books,3,546,171.99,1809.99,e-Shop
86293071463,266883,2017-04-20,DIY,Books,5,862,452.55,4762.55,Brick and Mortar
9701527006,266883,2017-06-20,Computers,Electronics,2,747,156.87,1650.87,Brick and Mortar
1468172213,266883,2017-12-14,Women,Clothing,4,435,182.7,1922.7,e-Shop
31937858775,266883,2018-09-16,Audio and video,Electronics,4,468,196.56,2068.56,Brick and Mortar
52861275960,266885,2016-06-19,Kids,Footwear,2,486,102.06,1074.06,Brick and Mortar
45340860866,266885,2017-05-11,Furnishing,Home and kitchen,3,391,123.165,1296.165,Brick and Mortar
41916910820,266885,2017-08-04,Audio and video,Electronics,3,474,149.31,1571.31,TeleShop
63706988900,266885,2017-12-01,Mens,Clothing,2,279,58.59,616.59,TeleShop
47044263616,266886,2018-04-27,Mens,Clothing,5,388,203.7,2143.7,e-Shop
32252171166,266887,2016-12-23,Mens,Bags,4,635,266.7,2806.7,Brick and Mortar
98973820527,266887,2017-09-09,Cameras,Electronics,2,280,58.8,618.8,Brick and Mortar
86582503202,266887,2017-10-06,Kids,Books,1,85,8.925,93.925,Brick and Mortar
27668127821,266887,2018-06-23,Kids,Footwear,3,1434,451.71,4753.71,TeleShop
65469316488,266888,2016-04-09,Fiction,Books,2,323,67.83,713.83,TeleShop
62356968084,266888,2016-06-20,Women,Footwear,3,1193,375.795,3954.795,e-Shop
2792279614,266888,2016-12-24,Academic,Books,2,1281,269.01,2831.01,Brick and Mortar
66850278677,266888,2018-11-28,Fiction,Books,2,1477,310.17,3264.17,e-Shop
31105354341,266889,2018-05-26,Kids,Footwear,4,573,240.66,2532.66,e-Shop
82107798189,266891,2017-07-26,Kids,Footwear,5,516,270.9,2850.9,TeleShop
6777856028,266891,2018-10-02,Mens,Footwear,5,576,302.4,3182.4,Brick and Mortar
87659003297,266892,2016-05-10,DIY,Books,1,783,82.215,865.215,e-Shop
12269105486,266892,2017-12-20,Mens,Bags,3,327,103.005,1084.005,TeleShop
93800202387,266892,2018-03-11,Non-fiction,Books,3,570,179.55,1889.55,Brick and Mortar
17298118296,266894,2016-09-11,Fiction,Books,5,1351,709.275,7464.275,Brick and Mortar
90228436428,266894,2018-11-01,Personal Appliances,Electronics,5,731,383.775,4038.775,e-Shop
98288151755,266895,2016-05-10,Bedding and Towels,Home and kitchen,5,651,341.775,3596.775,Brick and Mortar
34127430146,266895,2016-11-12,Mens,Footwear,2,1242,260.82,2744.82,e-Shop
7437721035,266895,2018-05-14,Computers,Electronics,3,1035,326.025,3431.025,Brick and Mortar
26110847433,266895,2018-05-31,Kids,Books,2,1286,270.06,2842.06,e-Shop
15522198478,266895,2018-07-07,Kids,Footwear,3,977,307.755,3238.755,Brick and Mortar
93163861079,266895,2018-10-04,DIY,Books,4,964,404.88,4260.88,Brick and Mortar
38109010022,266896,2016-07-09,Women,Bags,2,1300,273.0,2873.0,TeleShop
66237401239,266896,2016-10-19,Mens,Bags,5,418,219.45,2309.45,TeleShop
90847036640,266896,2017-06-27,Women,Bags,3,695,218.925,2303.925,TeleShop
54857946067,266896,2018-07-13,Personal Appliances,Electronics,3,802,252.63,2658.63,Brick and Mortar
53559176393,266897,2017-01-28,Women,Clothing,3,163,51.345,540.345,e-Shop
13048732855,266900,2016-01-26,Mens,Bags,1,1098,115.29,1213.29,e-Shop
83504060503,266900,2017-04-27,Kids,Clothing,4,158,66.36,698.36,e-Shop
81737383280,266900,2017-10-11,Mens,Clothing,5,1219,639.975,6734.975,e-Shop
50050838998,266901,2016-09-20,Kids,Footwear,3,530,166.95,1756.95,Brick and Mortar
72861430730,266901,2017-06-04,Cameras,Electronics,4,754,316.68,3332.68,Brick and Mortar
57799552091,266901,2018-02-16,Kids,Books,2,948,199.08,2095.08,e-Shop
56910670909,266901,2018-11-23,Women,Bags,1,1034,108.57,1142.57,Brick and Mortar
27809363042,266902,2016-08-12,Kids,Books,1,726,76.23,802.23,Brick and Mortar
82431905183,266902,2016-12-29,Kids,Clothing,3,927,292.005,3073.005,Brick and Mortar
58761156999,266902,2017-02-27,Kids,Books,3,411,129.465,1362.465,e-Shop
26164443869,266903,2017-05-24,Mens,Bags,4,820,344.4,3624.4,Brick and Mortar
16948585592,266903,2018-06-26,Kids,Books,4,1112,467.04,4915.04,Brick and Mortar
32552008338,266904,2016-03-04,Kids,Books,2,1228,257.88,2713.88,TeleShop
92594219915,266904,2016-04-09,Electric appliances,Home and kitchen,4,1020,428.4,4508.4,e-Shop
29483684049,266904,2016-08-15,Electric appliances,Home and kitchen,4,79,33.18,349.18,Brick and Mortar
30101481658,266904,2017-01-30,Mens,Bags,2,213,44.73,470.73,Brick and Mortar
80447784713,266904,2017-04-24,Women,Footwear,4,592,248.64,2616.64,e-Shop
99620039042,266906,2016-04-15,Mens,Clothing,2,87,18.27,192.27,TeleShop
46576925462,266906,2016-04-29,Women,Bags,4,686,288.12,3032.12,Brick and Mortar
43516417150,266906,2016-05-22,Women,Clothing,5,200,105.0,1105.0,TeleShop
70437099797,266906,2018-06-03,DIY,Books,1,1026,107.73,1133.73,Brick and Mortar
2124829199,266906,2018-10-29,DIY,Books,5,465,244.125,2569.125,e-Shop
18927073864,266907,2016-09-04,Mens,Footwear,3,1112,350.28,3686.28,TeleShop
3267236908,266907,2017-10-20,Mens,Bags,3,519,163.485,1720.485,e-Shop
78878745595,266910,2016-04-04,Bedding and Towels,Home and kitchen,1,1147,120.435,1267.435,Brick and Mortar
79354618859,266910,2017-02-20,Women,Clothing,4,639,268.38,2824.38,e-Shop
40780841447,266910,2017-04-14,Kids,Clothing,2,180,37.8,397.8,TeleShop
74460262270,266910,2018-04-16,Computers,Electronics,2,1461,306.81,3228.81,Brick and Mortar
141709406,266910,2018-07-08,Furnishing,Home and kitchen,3,361,113.715,1196.715,Brick and Mortar
17237393450,266910,2018-10-19,Academic,Books,2,858,180.18,1896.18,Brick and Mortar
22538177913,266911,2016-12-07,Bedding and Towels,Home and kitchen,2,1236,259.56,2731.56,e-Shop
14683463069,266911,2018-03-03,Cameras,Electronics,5,1379,723.975,7618.975,Brick and Mortar
46699596729,266915,2016-09-09,Personal Appliances,Electronics,4,593,249.06,2621.06,e-Shop
94250133443,266915,2016-09-11,Women,Bags,2,1353,284.13,2990.13,e-Shop
65328076002,266915,2016-11-05,Furnishing,Home and kitchen,5,818,429.45,4519.45,TeleShop
39319333014,266915,2017-05-08,Cameras,Electronics,1,1451,152.355,1603.355,Brick and Mortar
35875406310,266916,2016-06-28,Home Decoratives,Home and kitchen,2,1310,275.1,2895.1,TeleShop
21560784451,266916,2017-09-23,Mens,Bags,4,242,101.64,1069.64,TeleShop
21894457897,266916,2017-12-04,Kids,Footwear,5,999,524.475,5519.475,e-Shop
69719650038,266916,2018-04-01,Fiction,Books,2,1218,255.78,2691.78,TeleShop
49890754409,266916,2018-06-24,Furnishing,Home and kitchen,5,1358,712.95,7502.95,TeleShop
24884745331,266917,2016-09-19,Women,Footwear,4,1207,506.94,5334.94,e-Shop
58441627446,266917,2017-12-04,Mobiles,Electronics,5,811,425.775,4480.775,e-Shop
36232298553,266917,2018-06-21,Electric appliances,Home and kitchen,1,141,14.805,155.805,Brick and Mortar
7396403276,266917,2018-12-27,Kids,Footwear,5,952,499.8,5259.8,e-Shop
65574165288,266918,2018-03-10,Mens,Bags,2,1082,227.22,2391.22,e-Shop
15944881704,266918,2018-09-12,Furnishing,Home and kitchen,5,143,75.075,790.075,e-Shop
86150409618,266919,2017-10-14,Cameras,Electronics,5,905,475.125,5000.125,TeleShop
10076543719,266919,2018-03-23,Bedding and Towels,Home and kitchen,5,593,311.325,3276.325,TeleShop
