Invoice_id,Cust_id,Txn_date,Product_Sub_category,Product_Category,Qty,Rate,Tax,Total_Amt,Store_type
80387739201,267439,2017-05-04,Bedding and Towels,Home and kitchen,-3,-1003,315.945,-3324.945,e-Shop
87814606648,267442,2018-01-02,Kids,Books,-5,-311,163.275,-1718.275,TeleShop
99474559867,267442,2018-02-06,Kids,Books,-5,-609,319.725,-3364.725,Brick and Mortar
77695448887,267442,2018-05-10,Kids,Footwear,-5,-286,150.15,-1580.15,Brick and Mortar
36449970284,267446,2018-06-25,Kids,Clothing,-4,-1188,498.96,-5250.96,Brick and Mortar
36449970284,267446,2018-06-27,Kids,Clothing,-4,-1188,498.96,-5250.96,Brick and Mortar
73535548023,267452,2017-02-07,Computers,Electronics,-1,-1320,138.6,-1458.6,TeleShop
54765705128,267455,2016-09-11,Mens,Bags,-2,-863,181.23,-1907.23,Brick and Mortar
48291678377,267464,2016-02-28,Women,Footwear,-1,-476,49.98,-525.98,Brick and Mortar
8627604473,267465,2016-08-28,Audio and video,Electronics,-4,-546,229.32,-2413.32,TeleShop
99598973047,267466,2018-08-08,Academic,Books,-2,-1492,313.32,-3297.32,Brick and Mortar
31457902938,267467,2016-07-21,Mens,Bags,-2,-601,126.21,-1328.21,e-Shop
93625023531,267489,2016-06-26,Women,Bags,-5,-966,507.15,-5337.15,Brick and Mortar
93625023531,267489,2016-06-30,Women,Bags,-5,-966,507.15,-5337.15,Brick and Mortar
88588774029,267497,2017-10-02,Women,Bags,-3,-897,282.555,-2973.555,TeleShop
50693047176,267499,2018-02-18,Kids,Footwear,-2,-212,44.52,-468.52,Brick and Mortar
48862881472,267503,2018-08-28,Home Decoratives,Home and kitchen,-1,-898,94.29,-992.29,e-Shop
48445867691,267504,2018-09-08,Furnishing,Home and kitchen,-3,-925,291.375,-3066.375,e-Shop
92908164962,267517,2018-06-04,Furnishing,Home and kitchen,-5,-849,445.725,-4690.725,TeleShop
70765700206,267522,2017-09-19,Kids,Clothing,-5,-657,344.925,-3629.925,Brick and Mortar
78832422682,267534,2018-09-13,Academic,Books,-4,-730,306.6,-3226.6,TeleShop
1498724945,267538,2016-07-13,Women,Footwear,-1,-1210,127.05,-1337.05,TeleShop
13026165746,267544,2016-03-17,Personal Appliances,Electronics,-2,-501,105.21,-1107.21,Brick and Mortar
46573227481,267547,2017-11-10,Academic,Books,-5,-442,232.05,-2442.05,Brick and Mortar
79462290934,267552,2017-05-22,Women,Bags,-3,-385,121.275,-1276.275,e-Shop
36314665853,267555,2016-09-18,Mens,Bags,-5,-1304,684.6,-7204.6,Brick and Mortar
45099168444,267562,2017-02-26,Women,Clothing,-4,-711,298.62,-3142.62,e-Shop
7468561734,267562,2018-10-03,Non-fiction,Books,-3,-308,97.02,-1021.02,TeleShop
62260335592,267574,2017-04-19,Kids,Clothing,-1,-647,67.935,-714.935,e-Shop
18458194277,267576,2017-07-27,Women,Bags,-2,-886,186.06,-1958.06,e-Shop
22318292422,267576,2018-01-22,Kids,Clothing,-1,-1218,127.89,-1345.89,e-Shop
8131501622,267580,2017-10-15,Bedding and Towels,Home and kitchen,-1,-1294,135.87,-1429.87,TeleShop
4572080426,267583,2018-08-12,Women,Clothing,-5,-1476,774.9,-8154.9,Brick and Mortar
14698441592,267592,2018-08-02,Kids,Books,-3,-1359,428.085,-4505.085,Brick and Mortar
20403112177,267595,2016-12-25,Personal Appliances,Electronics,-1,-922,96.81,-1018.81,Brick and Mortar
14818019898,267609,2017-12-03,Women,Bags,-3,-220,69.3,-729.3,Brick and Mortar
66932911595,267611,2017-03-15,Women,Clothing,-1,-1482,155.61,-1637.61,Brick and Mortar
22954300027,267615,2018-07-31,Mens,Footwear,-5,-691,362.775,-3817.775,Brick and Mortar
9404565259,267620,2018-01-09,Mobiles,Electronics,-4,-1416,594.72,-6258.72,e-Shop
49994778767,267622,2018-02-19,Fiction,Books,-4,-215,90.3,-950.3,e-Shop
1772932091,267632,2016-02-11,Kids,Books,-5,-564,296.1,-3116.1,Brick and Mortar
30954923904,267637,2018-07-04,Cameras,Electronics,-5,-282,148.05,-1558.05,Brick and Mortar
7048924015,267638,2017-08-12,Kids,Books,-2,-1188,249.48,-2625.48,TeleShop
18210547884,267639,2018-12-05,Home Decoratives,Home and kitchen,-2,-525,110.25,-1160.25,TeleShop
14824697004,267643,2018-12-15,Women,Bags,-2,-941,197.61,-2079.61,TeleShop
65240172062,267646,2018-02-16,Kids,Books,-3,-251,79.065,-832.065,e-Shop
24606627031,267652,2017-07-26,Audio and video,Electronics,-4,-151,63.42,-667.42,Brick and Mortar
92356842351,267653,2016-05-28,Non-fiction,Books,-2,-1428,299.88,-3155.88,Brick and Mortar
26195128148,267657,2017-02-21,Furnishing,Home and kitchen,-4,-827,347.34,-3655.34,TeleShop
80283848357,267661,2018-05-14,Kids,Clothing,-1,-1247,130.935,-1377.935,e-Shop
72371100416,267668,2016-09-29,Kids,Books,-5,-912,478.8,-5038.8,Brick and Mortar
21201868038,267669,2017-11-25,Bedding and Towels,Home and kitchen,-1,-1031,108.255,-1139.255,Brick and Mortar
25956499717,267671,2017-08-12,Home Decoratives,Home and kitchen,-5,-674,353.85,-3723.85,e-Shop
17817598623,267673,2018-11-29,Computers,Electronics,-2,-482,101.22,-1065.22,e-Shop
72500230422,267680,2017-03-27,Mens,Bags,-1,-260,27.3,-287.3,TeleShop
1262038605,267680,2018-10-23,Computers,Electronics,-2,-1179,247.59,-2605.59,e-Shop
38374642212,267683,2017-05-05,Women,Clothing,-4,-169,70.98,-746.98,e-Shop
70222766744,267690,2017-03-04,Kids,Footwear,-2,-800,168.0,-1768.0,e-Shop
47264575101,267690,2018-06-01,Furnishing,Home and kitchen,-4,-541,227.22,-2391.22,e-Shop
28700095716,267691,2016-04-02,Kids,Footwear,-5,-662,347.55,-3657.55,Brick and Mortar
70906930707,267693,2016-07-07,Fiction,Books,-3,-1096,345.24,-3633.24,e-Shop
45897270896,267696,2017-08-18,Home Decoratives,Home and kitchen,-2,-256,53.76,-565.76,TeleShop
36605332391,267697,2017-12-03,Non-fiction,Books,-4,-1431,601.02,-6325.02,e-Shop
37160466208,267697,2018-10-15,Electric appliances,Home and kitchen,-4,-82,34.44,-362.44,e-Shop
4636564530,267698,2018-03-21,Fiction,Books,-1,-102,10.71,-112.71,Brick and Mortar
39601904854,267701,2016-05-22,Women,Clothing,-5,-930,488.25,-5138.25,Brick and Mortar
89196038348,267701,2017-04-16,Mens,Bags,-2,-859,180.39,-1898.39,Brick and Mortar
55499897374,267706,2018-11-11,Non-fiction,Books,-1,-75,7.875,-82.875,Brick and Mortar
17941702454,267707,2016-10-06,DIY,Books,-3,-188,59.22,-623.22,e-Shop
7232517558,267707,2018-08-10,Women,Clothing,-1,-611,64.155,-675.155,Brick and Mortar
7232517558,267707,2018-10-14,Women,Clothing,-1,-611,64.155,-675.155,Brick and Mortar
32511506570,267714,2017-11-19,Mens,Bags,-5,-610,320.25,-3370.25,TeleShop
17335788262,267715,2016-11-15,Furnishing,Home and kitchen,-4,-889,373.38,-3929.38,e-Shop
17335788262,267715,2016-11-18,Furnishing,Home and kitchen,-4,-889,373.38,-3929.38,e-Shop
32876880290,267715,2017-10-10,Kids,Clothing,-5,-212,111.3,-1171.3,Brick and Mortar
59463093234,267719,2017-12-01,Cameras,Electronics,-3,-730,229.95,-2419.95,e-Shop
46754765556,267726,2016-08-19,DIY,Books,-4,-863,362.46,-3814.46,Brick and Mortar
79546724765,267734,2017-09-23,Women,Footwear,-2,-594,124.74,-1312.74,Brick and Mortar
37500259394,267734,2018-10-04,Computers,Electronics,-2,-1019,213.99,-2251.99,Brick and Mortar
54251889351,267740,2018-04-10,Non-fiction,Books,-3,-542,170.73,-1796.73,Brick and Mortar
54251889351,267740,2018-09-28,Non-fiction,Books,-3,-542,170.73,-1796.73,Brick and Mortar
92814475704,267750,2018-08-16,Women,Clothing,-4,-284,119.28,-1255.28,Brick and Mortar
28279712134,267754,2016-04-22,Mobiles,Electronics,-1,-170,17.85,-187.85,TeleShop
43231849588,267760,2016-03-18,Kids,Books,-5,-1017,533.925,-5618.925,e-Shop
70085693266,267763,2017-04-19,Mens,Footwear,-4,-1226,514.92,-5418.92,Brick and Mortar
10376387913,267768,2017-05-24,Kids,Books,-5,-518,271.95,-2861.95,e-Shop
50821804089,267778,2018-07-08,Mobiles,Electronics,-3,-1474,464.31,-4886.31,Brick and Mortar
32537937507,267780,2017-08-09,Cameras,Electronics,-4,-1470,617.4,-6497.4,TeleShop
32537937507,267780,2017-09-17,Cameras,Electronics,-4,-1470,617.4,-6497.4,TeleShop
23786160822,267786,2018-03-13,Computers,Electronics,-2,-922,193.62,-2037.62,e-Shop
97013888577,267792,2018-11-25,Academic,Books,-2,-1045,219.45,-2309.45,TeleShop
14909431266,267793,2017-12-28,Computers,Electronics,-2,-1159,243.39,-2561.39,Brick and Mortar
93884797104,267795,2018-04-24,Women,Clothing,-2,-1168,245.28,-2581.28,Brick and Mortar
8029771964,267801,2016-12-20,Audio and video,Electronics,-1,-762,80.01,-842.01,Brick and Mortar
53356126551,267801,2017-09-04,Mens,Footwear,-5,-1369,718.725,-7563.725,TeleShop
5824068074,267803,2018-07-09,Cameras,Electronics,-1,-943,99.015,-1042.015,e-Shop
77723873139,267808,2017-06-19,Kids,Footwear,-4,-242,101.64,-1069.64,e-Shop
57757107259,267811,2018-12-24,Women,Footwear,-4,-1472,618.24,-6506.24,Brick and Mortar
20764422703,267812,2017-06-24,Cameras,Electronics,-5,-191,100.275,-1055.275,e-Shop
64967141214,267812,2018-02-23,Cameras,Electronics,-3,-481,151.515,-1594.515,TeleShop
277893283,267814,2017-01-31,Women,Bags,-4,-1407,590.94,-6218.94,e-Shop
80632075198,267817,2018-11-29,Mens,Clothing,-2,-1201,252.21,-2654.21,e-Shop
67112886601,267818,2018-01-22,Audio and video,Electronics,-4,-1498,629.16,-6621.16,e-Shop
43518535679,267827,2017-03-03,Women,Bags,-4,-108,45.36,-477.36,Brick and Mortar
43518535679,267827,2017-07-03,Women,Bags,-4,-108,45.36,-477.36,Brick and Mortar
26170819184,267852,2018-09-16,Kids,Footwear,-5,-927,486.675,-5121.675,Brick and Mortar
72696013207,267853,2017-09-01,Cameras,Electronics,-1,-860,90.3,-950.3,TeleShop
49474954521,267856,2016-06-22,Kids,Clothing,-2,-1460,306.6,-3226.6,Brick and Mortar
91901006125,267856,2016-08-30,Kids,Footwear,-1,-76,7.98,-83.98,e-Shop
69653359286,267875,2016-08-21,Women,Footwear,-1,-988,103.74,-1091.74,e-Shop
24695062637,267878,2016-02-19,Home Decoratives,Home and kitchen,-2,-90,18.9,-198.9,TeleShop
5337847289,267886,2016-12-02,Mobiles,Electronics,-1,-1197,125.685,-1322.685,e-Shop
31668855352,267888,2016-11-23,Women,Footwear,-3,-270,85.05,-895.05,e-Shop
5238564912,267891,2017-09-07,Non-fiction,Books,-2,-1300,273.0,-2873.0,e-Shop
65490202895,267895,2016-09-13,Women,Footwear,-2,-1181,248.01,-2610.01,Brick and Mortar
86774049118,267895,2017-05-14,Home Decoratives,Home and kitchen,-2,-432,90.72,-954.72,Brick and Mortar
15103708771,267898,2018-10-07,Mens,Clothing,-5,-1472,772.8,-8132.8,TeleShop
1973963752,267907,2017-02-18,Bedding and Towels,Home and kitchen,-3,-931,293.265,-3086.265,Brick and Mortar
81269741914,267907,2018-04-04,Kids,Books,-5,-1373,720.825,-7585.825,e-Shop
84079805861,267913,2016-04-27,Non-fiction,Books,-2,-1364,286.44,-3014.44,e-Shop
17011408618,267913,2018-08-25,Home Decoratives,Home and kitchen,-2,-478,100.38,-1056.38,Brick and Mortar
51371824115,267913,2018-10-13,Mens,Footwear,-5,-632,331.8,-3491.8,Brick and Mortar
72518766082,267915,2016-11-06,Computers,Electronics,-1,-234,24.57,-258.57,TeleShop
46015919653,267920,2016-05-28,Women,Clothing,-2,-1470,308.7,-3248.7,e-Shop
10726102624,267924,2018-04-12,Mens,Clothing,-2,-385,80.85,-850.85,Brick and Mortar
67384454495,267934,2016-03-09,Kids,Clothing,-5,-1154,605.85,-6375.85,Brick and Mortar
21949395639,267935,2016-03-13,Women,Bags,-4,-399,167.58,-1763.58,e-Shop
92702535415,267935,2018-10-06,Kids,Books,-4,-581,244.02,-2568.02,e-Shop
94307540847,267938,2018-03-23,Kids,Books,-4,-909,381.78,-4017.78,TeleShop
43292728137,267939,2016-03-07,Mens,Bags,-2,-739,155.19,-1633.19,e-Shop
98271941861,267939,2016-06-29,Non-fiction,Books,-4,-1238,519.96,-5471.96,Brick and Mortar
43795510854,267940,2016-07-07,Women,Footwear,-1,-861,90.405,-951.405,Brick and Mortar
72697735071,267943,2016-02-07,Personal Appliances,Electronics,-5,-1454,763.35,-8033.35,TeleShop
38669144928,267943,2017-04-11,Computers,Electronics,-5,-1087,570.675,-6005.675,TeleShop
81886480837,267960,2016-08-14,Kids,Footwear,-2,-1036,217.56,-2289.56,Brick and Mortar
47186462053,267960,2018-07-14,Computers,Electronics,-4,-359,150.78,-1586.78,e-Shop
6236454874,267962,2018-08-10,Kids,Clothing,-2,-934,196.14,-2064.14,TeleShop
57378573240,267972,2018-10-17,Mens,Bags,-3,-184,57.96,-609.96,e-Shop
57378573240,267972,2018-10-19,Mens,Bags,-3,-184,57.96,-609.96,e-Shop
89797170430,267978,2016-04-28,Mens,Clothing,-4,-570,239.4,-2519.4,e-Shop
31186303016,267978,2018-05-15,Cameras,Electronics,-4,-1065,447.3,-4707.3,e-Shop
82530735436,267980,2017-11-02,Electric appliances,Home and kitchen,-5,-1300,682.5,-7182.5,TeleShop
98524342530,267985,2016-12-05,Home Decoratives,Home and kitchen,-4,-732,307.44,-3235.44,TeleShop
76959813726,267987,2016-03-21,Home Decoratives,Home and kitchen,-5,-946,496.65,-5226.65,TeleShop
82047927723,267989,2018-11-02,Academic,Books,-3,-217,68.355,-719.355,Brick and Mortar
15435341860,267995,2018-03-24,Academic,Books,-5,-1423,747.075,-7862.075,TeleShop
62535419939,268001,2016-08-16,Kids,Clothing,-4,-494,207.48,-2183.48,e-Shop
34160653294,268011,2018-04-17,Furnishing,Home and kitchen,-5,-838,439.95,-4629.95,TeleShop
